sleep_hours,study_hours,screen_time_hours,physical_activity_minutes,diet_quality,caffeine_intake,social_interaction,mood_rating,loneliness_score,stress_label
3.6031659711928725,2.6852169565823947,2.48441874666916,64.3533443258167,10,9,5,1,4,0
3.5405575198753163,3.7679512602382492,6.7753792345209805,53.754471433885854,10,3,3,10,9,0
5.937639791887074,5.104404469310674,1.567562769993919,0.0,5,3,6,3,9,0
5.609457652013073,4.805649885667683,4.769458152440467,0.0,3,2,7,3,9,0
6.498981991042179,4.350345551123668,8.288254530011917,72.43421867253812,3,9,5,2,10,0
1.9512713777673678,2.764744873487311,10.148088960185733,38.01803196579751,4,3,9,2,3,0
4.560800313712962,6.357625550314463,12.880482609928983,0.0,6,3,4,3,5,0
9.78832063835581,9.559760297121265,5.541883113795907,68.84467165734377,8,1,8,9,10,0
6.493777494036621,0.38192677647096307,8.093755070382464,13.857550778482775,10,4,4,3,3,0
4.590371866203262,13.07099578000378,8.426284407160702,87.24008882338762,4,8,1,8,10,0
7.789589684034823,6.108847590591884,4.811816587690006,92.86924540412505,5,6,10,9,6,0
6.082855097959607,3.1393859042118883,7.67595400774157,59.075422222370634,3,5,4,5,3,0
7.91728300851705,5.741561375459151,5.9458567825423545,46.7589100240628,8,5,10,10,0,0
5.88240788003225,0.4218544574991885,8.71083894100341,0.0,5,0,9,1,0,0
9.931563194677697,3.677383607365673,8.645079074102524,96.2589808331748,3,1,2,7,8,0
6.8527029960352195,5.45709677823655,1.5622007605776425,75.87180218497784,5,1,8,4,7,0
7.128991901577253,0.4918009693823713,5.84721955882494,4.547513333811679,3,6,10,1,6,0
3.223229605029836,5.743026862629988,5.395950916866921,2.604595641272283,6,9,9,7,2,0
4.795298639857349,1.7483957375302412,2.5538844709818003,74.48275541932682,8,1,10,4,4,0
8.38967003743446,7.496826012425408,13.43805508302733,19.80525322962172,1,10,10,7,3,0
4.976462363459457,0.0,7.94769403102557,22.445788487689207,9,4,8,6,1,0
8.214363370611094,8.691923684024154,2.9253684638734185,0.0,4,10,4,1,3,0
3.369287009862175,9.397256761586807,4.099263779983447,59.95560437979786,10,3,9,2,6,0
6.280950489315805,5.430715994469243,3.1987083980218416,41.20804769178207,4,0,2,10,1,0
8.034995134210124,3.7314067812975953,5.8811425904039565,27.135874913915536,5,2,9,4,6,0
6.660291924616538,7.13027122474754,6.133829185792632,3.0649214218062824,9,2,2,5,3,0
5.798492391758776,3.523252297595182,4.4125891259803325,18.883080537102614,10,1,4,4,9,0
8.086835096647093,0.0,3.5463452648098563,78.41057572804328,3,0,9,6,9,0
9.71230232301766,10.283419500908906,3.247130922062523,83.28491574407022,2,8,5,5,5,0
7.3525241212720385,2.6744810485594446,11.208734375211945,74.1249061340887,2,5,7,1,1,0
9.316292802146748,5.421125849365726,5.62263840416634,40.043776620016025,1,0,4,7,6,0
8.287126139056326,1.1318249869690349,3.9489576104743027,101.21311815320979,6,6,10,6,7,0
5.497517637950179,5.096666950396136,5.721258114270001,6.35079959748721,10,0,6,10,10,0
6.977065646570048,8.067506522910413,3.6499175934491084,46.14580002079446,1,4,5,7,3,0
9.202823470612149,6.309444567340636,7.583616328033854,97.21945378961902,7,8,8,5,8,0
4.338189245241428,3.6949093668260433,3.9588191635080645,46.73795824069602,7,7,7,5,3,0
4.413610868233777,0.5579542452943871,2.988244738532579,62.84523467761703,9,4,9,2,9,0
5.470412814820687,5.482929234902395,10.487188275565586,45.826636554146724,3,8,5,7,4,0
2.2988482170729876,6.601020344031838,3.3924959067939855,31.506434382939215,1,10,9,10,5,0
6.196472534902572,4.543588307289967,7.410864887952361,47.61060085684673,5,4,7,3,4,0
7.89127900121877,3.417060579351675,6.675664265546156,54.651845778075625,9,10,8,1,9,0
6.631357931254614,0.32425295513814945,9.811168855971191,68.98048406932843,5,1,5,10,1,0
3.6014188453126486,3.073189290433716,4.0130528734154876,20.632227261224582,8,2,2,9,4,0
2.443246068579013,4.79649108815937,3.6635864979598454,37.234818365864115,2,7,5,10,10,0
6.890203206094952,4.830372944436113,10.27369747944795,0.0,6,5,0,5,0,0
7.7602439125055565,2.46559699607626,3.643994472822668,21.913298253523365,3,4,2,8,7,0
8.620758674561797,8.851907416479804,1.4402518579801828,86.69624705237142,3,6,8,3,8,0
5.999975917790426,3.735992749787269,5.046410761293935,38.62589100782771,5,7,7,4,4,0
3.3306803758134174,3.453855527875625,12.619440674064721,13.384202638762027,10,2,6,2,3,0
6.842418396663783,3.741832816513254,5.4739396434123035,57.245908149521036,2,4,7,7,6,0
4.884767362151591,5.7523329031860015,7.550276219628068,58.553272989811894,6,2,4,9,2,0
3.337019140549914,2.391198005618162,6.089530124047367,36.43572949441603,4,2,7,7,9,0
8.595397643678451,3.329101123268446,4.946090113861419,66.8937531857554,9,10,9,5,6,0
3.306646583627665,3.8025588164328976,6.799346053687843,86.1972675006196,8,2,7,5,8,0
8.124959048381612,2.7070815505316066,2.7669592910071343,59.469384933984706,2,8,4,1,2,0
4.526871680445328,9.479626647588375,5.543223955937939,71.03034862345956,9,8,10,5,10,0
7.176191832267125,5.456338374000547,6.83183033436613,56.619625117176746,7,6,10,6,9,0
7.637205770160673,2.3995121021855774,10.292199827522763,55.015259837175634,6,0,0,9,3,0
7.7032178069090484,8.662950043117013,0.011093447081148788,0.0,6,5,7,2,6,0
5.517535921133513,0.1399567001174411,10.220919078937849,54.761587142503146,2,3,6,7,7,0
7.799070849510371,6.026682262578301,5.562534465285565,51.34109579768747,9,3,5,3,1,0
3.311757844918986,2.4830066458800433,3.0815110509055574,0.0,3,5,1,3,9,1
2.7135712341436786,7.816667472167147,9.283050770211753,30.552702293374928,7,10,0,7,8,1
4.630600002488549,7.798604394334578,4.78051406163071,69.69137376182039,6,6,8,4,1,0
7.542623928658747,5.029517325579845,3.039903009545455,0.0,10,8,0,1,9,0
7.16153273229386,4.650571754703732,6.110141065057588,36.897827725069476,8,0,7,8,8,0
6.96508743212538,6.991802709289411,0.0,11.1892738082718,5,5,6,10,8,0
7.082529442914003,5.279285782567923,6.11171007796521,45.393111035069545,1,9,7,2,2,0
4.642053312904366,2.8813079649435056,10.749649593369973,0.0,1,5,1,2,7,1
7.571113700799735,3.7581808960165515,9.38101115374887,0.0,1,10,10,6,7,0
4.611195261400665,6.986914924209391,6.678727450934618,63.046505295185355,1,2,1,6,9,0
3.9997920583088242,0.9175165487293819,7.956601693547122,46.88436809764382,3,3,1,2,5,0
6.899404260497877,2.481106970312471,4.902571351184213,54.184236719939705,2,8,0,10,5,0
4.918602740164693,3.113653798605819,7.5592187730825895,71.6197151558304,4,9,10,10,0,0
3.811659090435478,5.594465003142532,2.880415021881292,3.435994246226329,10,8,0,3,4,0
6.07826798032087,3.732409902493226,6.252952783139746,0.0,8,7,10,9,2,0
7.460699177371067,6.771786868013172,6.923988602020449,74.88343347793364,3,9,1,2,1,0
5.901280087503288,7.616867597841075,6.993691488669316,0.0,4,3,9,10,9,0
4.691262016648087,3.2628820628226727,2.4885053113784483,28.36138320170697,5,4,7,7,7,0
6.363712141101266,5.01674590709418,6.587939810958556,38.48772232471487,5,7,9,7,8,0
8.769206423171987,4.367900335009365,1.785069289979596,11.70038143631744,4,2,0,10,10,0
4.848836023432958,5.833121009996046,5.474690572346196,8.581260856028454,2,9,8,6,10,0
7.13019259904771,5.932680251084067,5.960880037022594,22.189213836254307,10,3,4,4,1,0
5.027510058855615,5.290756123164008,7.008007087537112,123.88018194948745,8,2,3,7,5,0
5.844327066011523,3.3797889071042384,9.57361939135701,29.656073509328486,2,0,6,8,0,0
7.6121607456599785,3.0502455414404026,3.3290567944142104,58.52039753352696,1,3,4,6,0,0
5.80385371202923,6.921267251186529,4.912134658818913,44.59751757812548,2,0,9,4,9,0
7.097024661759868,10.784459883285024,9.716875153972513,49.57240601975374,7,4,0,3,4,0
6.367396960331433,6.895871106081701,3.1134070955016617,64.10049346129507,5,8,0,10,2,0
6.546317236838071,5.662880016428728,8.02105815382481,65.79850837975675,10,9,4,1,9,0
7.5222200116842455,7.977713767829444,4.0345068192004145,37.654433005072754,5,3,5,2,3,0
9.249393858357587,0.9623921957361166,5.799091222683053,59.81865014174182,5,5,0,4,5,0
3.982859745047785,8.507567020838959,5.079162331580088,31.584872860753492,8,10,1,10,4,0
4.863653669762915,7.378859983540599,6.315045108077031,58.60384689885779,9,6,5,9,7,0
7.075277646533846,5.3499379844699435,4.026705230180271,41.51578777988942,7,2,10,4,9,0
12.0,1.9853928821531115,6.98379542101115,0.0,2,9,6,7,8,0
7.635729288015978,5.229201845411687,4.919106523595014,29.32211406525977,1,4,1,9,8,0
9.732278406423482,7.6039997614289,7.835089917102511,36.62383806996736,7,5,6,3,1,0
3.9460716231944355,3.5920021994525846,9.334627998926052,58.907638873447794,6,7,1,5,0,0
6.097119443704089,6.160843314032644,4.133601951552732,46.30499322158557,5,10,1,8,0,0
9.804690172612407,5.8229791733019605,0.7886373472200061,0.0,7,5,0,9,1,0
9.435873010367288,6.32399404586977,5.561557236035714,0.0,10,6,4,8,4,0
6.643345461395934,5.720082298664043,9.398982881919945,57.26230235113336,7,0,5,6,4,0
6.940171021893557,5.370543125016915,5.444129774094208,110.99449668761545,4,7,7,4,6,0
7.044819226611851,7.433627102248343,5.678626388659363,13.303467166188309,3,7,4,2,10,0
8.38008192392245,3.1080039622675133,7.483788198203085,46.104926508801256,9,3,4,9,4,0
7.796984904182679,6.855039434912555,10.150237577004281,6.605885911124204,9,8,1,1,5,0
7.044938373085213,6.218849645241009,6.137870709550393,47.922795100163036,7,4,0,2,8,0
8.371045983000586,2.6648229565914603,8.650670715029085,36.02942052974251,6,8,3,10,1,0
12.0,4.26669814882965,8.090808388386213,41.34705147286925,5,2,8,7,7,0
4.816506220784918,7.8021501782670235,3.981697250687165,52.37397177039797,6,6,4,2,10,0
5.587113021398934,1.4217661860498354,6.095035218431585,49.759376501518865,10,4,9,2,3,0
5.595321051202239,2.0565754458117445,8.773091692524657,15.614213050010243,8,8,3,10,0,0
6.481819640626287,5.513172282686973,4.662558907954154,26.564345033605324,9,9,6,4,5,0
5.653265282935836,3.670191369557977,4.926573157916204,40.71877612713505,6,4,2,10,0,0
2.4964443623614763,5.069916410271033,9.633062309166359,31.487632599960783,1,4,2,2,10,1
7.439177117907433,2.614579279772404,12.239205588736901,57.35695403606768,7,6,1,6,4,0
5.352002746403518,2.0864979665393966,1.7879807807226067,0.0,5,5,6,9,8,0
3.285334382805603,5.753758409554872,7.6609594051720755,22.550327659246246,8,10,2,5,6,0
4.1988727233451435,5.818442196138092,11.764180856516262,35.645579848387236,3,7,1,4,4,1
4.362592043051554,1.6486794928300181,2.692890082154246,20.784822616963066,5,4,0,1,7,0
4.043067835953968,6.892784875862796,10.569947601389778,31.469522106213493,1,1,2,2,2,0
5.677903985951502,4.766077425429568,5.508404463852596,74.04807886626091,4,1,2,2,9,0
8.618558662063158,6.622359284954149,4.747045174688321,44.4270914327182,1,3,4,8,0,0
7.159424216749546,4.912678024350436,1.1268096314149982,19.92970517597609,1,4,0,5,1,0
5.788096404183934,6.034876931094254,8.38737059565312,37.50993833859283,6,5,7,10,5,0
9.225933788945746,7.058362225586088,4.95562997230649,17.84011403375891,10,5,0,5,9,0
5.43309127168788,4.752212117581583,5.228870275049406,70.54118174945005,9,3,1,6,7,0
5.643121095978438,2.370504849945851,7.345664998292309,48.78403451677565,8,4,3,6,2,0
4.9770068132098455,1.0565892647586503,5.080446374294148,0.0,8,7,10,6,1,0
6.095418244782576,7.2946555370265,6.1115463019246405,22.996158219932056,2,6,3,6,8,0
7.515971744583781,0.5155486396908255,3.8613738957243235,45.8971055013288,5,3,0,9,2,0
3.7450798362431525,10.54486818776796,7.315753222985668,0.0,3,3,8,6,3,0
5.144827720294362,8.303952512620873,6.064884229707657,20.816975430889094,7,6,2,2,4,0
10.450399529290324,9.307448917935968,10.012574334482089,9.377913155087,9,3,10,7,2,0
4.617776438723616,6.686406458970358,4.348806248539075,65.22405167943406,1,1,5,7,5,0
7.060163186249522,5.513637500122373,5.158218360386842,39.601962791823205,8,1,6,2,4,0
6.167186039452721,8.645238833824667,6.4160660599478065,79.94915642402876,1,9,6,10,3,0
6.487239638194213,5.2724043654768655,5.7505525442791585,53.49084139731055,7,0,9,10,8,0
6.098648428614043,7.167202603889516,8.847223040674237,87.86810993860608,4,3,9,10,5,0
5.266505116832352,6.807790292398416,7.231210073002818,31.293247068603915,8,1,3,10,6,0
6.830984248010589,7.68791305656985,5.244967031305684,59.455810807160304,8,0,7,7,7,0
6.783857694302659,0.0,9.340229524977122,34.66157793461002,1,9,3,3,1,0
8.159429496763389,2.100102488726641,8.145582104998642,68.19599016302136,3,5,10,1,3,0
10.876935968580153,2.7922978296019134,4.774886627792096,27.343418422894587,3,7,2,7,3,0
5.932999168459066,4.72545210495375,6.189388393826311,30.567544064835403,1,1,10,6,8,0
9.378038708563825,1.62428876322942,2.3318803856553805,44.60992029774336,9,7,6,4,0,0
9.47610578913903,5.264263272162003,5.894320290842201,34.70160115602001,10,1,7,4,7,0
6.944294343790875,4.626658513651699,10.624776791185639,0.0,6,5,4,6,5,0
4.446636028930559,7.257105652348282,8.791682917973565,55.19462832041506,5,0,7,7,9,0
6.813122180744676,4.554119000584626,5.326783409440616,39.07375229476851,8,10,2,1,0,0
3.8057176426113215,2.582484210264293,7.132576126809731,32.92658321582303,9,6,7,2,8,0
6.197350023355525,2.482356261676723,1.8159749069967859,3.949361317391414,3,9,2,7,8,0
5.019284429585643,6.216970534693079,5.529484135205528,57.642459092736004,1,7,7,5,1,0
7.888834689261403,3.6853148324733667,3.455399386433095,54.17715121395976,8,2,6,10,4,0
6.782791836145487,6.3374469322146,4.537156085135761,8.489296000236017,10,9,8,10,6,0
2.9239292877852963,0.6271231293066339,0.0,16.691694532357012,2,8,6,6,3,0
7.331729248862058,3.4924895205747433,7.736763433049613,78.8809285485818,9,6,7,2,2,0
8.156015378815649,7.138088458138471,0.3247591230641085,12.76834119961621,9,3,5,9,4,0
2.7715412911153163,7.82143385660436,7.43839672224565,49.0225521385398,2,7,10,2,2,0
8.00836022292838,6.029766174376864,5.20652850797392,46.85835991412854,5,8,5,10,4,0
2.518620573193735,8.579295650139452,5.502088062274141,71.45051043392576,7,6,1,8,7,0
5.3472722111476445,3.266728747763361,4.953618549335185,26.697261640402594,4,6,5,9,4,0
6.340597281481434,4.100557173886013,6.600829018758361,72.89635333106602,6,1,5,1,9,0
6.830171237497256,9.11693514011132,3.523116158140589,66.67398616509759,2,4,10,3,6,0
6.250477744846682,2.678742020631904,4.7405104565137215,118.0294784061212,1,1,8,6,0,0
8.835236028550685,0.8379071883611164,6.884562413335356,53.6176902884703,7,3,0,10,4,0
7.994920345135318,5.507758819733999,0.7760943779201117,40.91931209164808,4,8,4,1,7,0
6.7130800241545785,5.3619191175158205,6.795645802148052,67.1235141442015,4,1,7,9,1,0
7.538541248567194,3.2876826071408027,6.620721403211334,26.627355716820233,5,2,6,6,5,0
4.539375949563276,10.724356669780661,4.170537015098834,41.058213781647204,2,1,4,7,5,0
6.416403768905959,6.946723383101708,12.449967597812002,28.51622184169084,9,10,1,4,3,0
5.891679471071231,3.0860154874760104,8.60678476819916,0.0,4,6,0,9,9,0
9.042249562898212,5.749082707629486,2.0584351552184548,65.56064251939665,8,3,9,3,1,0
6.072360088791366,7.1590911506847394,7.50065964265456,81.24779458066509,6,10,10,9,3,0
7.7422786329775235,5.937903102744543,3.4945756886601504,19.365354503092128,6,10,8,2,10,0
5.771485651648069,0.0,6.538511436721233,32.91502606919258,10,10,9,2,7,0
4.075196738605769,4.852006108066748,9.77088468128666,0.0,10,4,3,2,1,0
7.422878102387106,2.3224521602823507,11.154613618894107,64.1404030722206,8,0,2,10,8,0
7.4426621272204585,2.7152277988572786,5.646724038431892,33.12874181326564,5,5,2,9,3,0
6.0138979990903785,7.537802468358471,6.307799051042199,23.84995964081821,6,8,9,4,2,0
1.9036768293806023,9.153245744516155,6.191057835375807,19.107657018981545,8,9,1,10,8,0
4.726424680078652,10.08575747659934,6.503073608435578,78.58128480491361,5,6,2,9,7,0
8.834370094193625,3.755163282315319,8.548386158305602,19.524541120996155,8,0,5,5,4,0
7.911405194968653,5.528764618153861,7.833525742536926,4.739063502603919,4,3,1,7,1,0
7.835991116580971,5.590589926172313,7.139410731188196,79.96672186282487,3,5,6,10,5,0
7.585126599571134,11.986757469123635,6.726068845027088,36.20028733739087,3,8,3,5,4,0
6.675419265492589,2.0161884348741097,3.521665576178475,64.14382209950055,6,3,0,8,8,0
6.836024499419289,4.840226758796348,1.0042971917551284,23.240806991882017,2,10,1,10,7,0
8.821370545587238,4.9914882457781395,4.14085254857989,88.55107335901384,8,7,8,3,7,0
4.773141584857101,0.0,3.9943276882213983,28.502853203571735,5,1,2,3,9,0
8.829633127049688,2.1777352409476243,6.479265459931442,11.811018913933463,2,3,6,6,5,0
7.498659370230731,7.07713060053989,7.050802798565844,28.43981871668236,7,0,3,7,2,0
4.55690946967274,2.4394411302848136,2.4868266864719244,29.691460661763045,10,7,9,10,0,0
6.890387334738209,3.690410971882212,6.235815806303215,89.21257291709287,6,4,4,3,5,0
7.423489520107777,4.661247632988929,6.302924962216766,54.647867997199384,1,7,5,4,9,0
6.382225788194886,6.090705432921663,3.5541043210034395,1.4250344090789397,5,2,9,4,4,0
5.345721147120025,4.751201470053922,0.0,50.34322840843577,9,8,10,5,2,0
4.121751907771735,4.327911475787465,5.888747227334433,50.227346172790405,5,8,7,8,2,0
4.5992381156342725,5.900966704544672,3.4189879213400927,45.36971059296581,2,9,2,8,10,0
5.81291868513603,10.152121688063087,0.0,34.83578224086377,2,8,8,8,9,0
4.901460459968305,12.178958240695362,2.2905917512896243,65.58610961001912,2,3,9,2,8,0
8.461536146222997,7.997918254095303,3.2930899162643064,30.996868970928567,2,6,9,8,9,0
6.82090770192568,3.9812089154734727,0.5186990340082556,21.437627017403344,10,1,0,7,6,0
3.539575856405143,8.371932504836803,6.809661643523263,50.55291226312965,3,4,3,2,2,0
7.410810329640359,8.532985089449378,9.755718802634586,32.845736608213954,7,4,7,8,5,0
7.126515979738829,2.6307602811808235,12.545787487400705,14.329325952482293,5,8,0,6,0,0
6.737757587826113,2.3024426484665694,6.921925794779705,43.153756097186466,5,1,6,7,2,0
7.2686948723922695,5.874210693317142,6.184906190005059,72.5513995762254,4,7,2,1,8,0
7.886797991426523,8.56917922862558,9.020199156887319,50.91336374335039,10,7,7,5,0,0
7.804436145020389,5.449249038928191,0.0,74.97353464062394,1,0,1,5,6,0
8.201669935707406,0.5333261923487216,2.8330505738059832,69.2837266960992,3,7,8,9,6,0
8.009483531143337,9.90984479984433,5.670373815987085,54.540370617485834,7,7,5,2,5,0
7.8011547324063475,3.1330528077993427,4.953176066725991,0.0,6,10,3,3,1,0
7.4211037761968806,5.989383407131895,4.859444932712092,25.87404033858461,4,6,3,2,3,0
5.852296722691322,5.722907580622064,4.2678290089309,24.63598531251165,1,0,4,3,4,0
7.143211594042785,8.986890870116415,10.4220678844597,71.53274491677452,5,4,6,2,7,0
7.078415134762695,3.451788052872339,5.765363107183084,0.0,5,5,2,4,2,0
3.7941049277349426,0.7053899557287657,4.61441853168473,107.68662466898861,4,9,8,3,2,0
4.684551019073485,4.339752901044716,3.0089624539717317,37.18429341360748,9,2,7,4,9,0
